74,2298,9
74,16129,9
2298,16129,8
140,24122,9
140,23986,8
140,22462,6
140,17304,9
140,18587,3
140,19404,2
244,18030,6
244,16900,9
244,3286,10
244,14952,4
244,4765,8
244,1353,4
244,22246,1
18030,727,5
18030,26013,3
18030,3286,2
18030,4765,3
18030,1353,10
18030,24203,7
18030,15478,6
18030,8457,2
309,10677,2
309,17453,3
309,9591,9
309,20560,1
309,17015,7
10677,9591,8
10677,17015,8
570,20562,7
570,8879,9
570,2741,8
570,19961,3
570,15003,3
570,12496,4
570,12365,4
570,20635,4
570,21847,7
570,22887,10
570,1653,10
570,4164,6
570,9785,7
570,773,6
570,2212,8
570,11241,6
570,21012,7
570,12679,3
570,46,10
570,14807,5
570,4180,9
570,12781,5
570,25346,7
570,6830,8
570,22691,2
570,25758,8
570,8701,10
570,21281,7
570,24955,9
570,6610,2
570,3372,9
570,2952,8
570,12851,2
570,45,4
570,4511,2
570,17655,7
570,23293,7
570,6179,9
570,20108,1
570,7956,5
570,4513,3
570,11472,6
570,14540,9
570,15659,8
570,21508,8
570,18894,4
570,17692,9
570,19423,5
20562,21281,6
20562,23293,4
20562,2741,6
20562,1653,4
20562,18894,5
20562,6610,9
20562,14540,10
20562,2212,4
20562,3372,3
20562,15003,7
20562,17655,5
20562,6830,6
20562,12496,4
20562,8879,2
20562,4513,5
20562,15659,10
20562,45,1
20562,2952,7
20562,11241,8
20562,14807,8
20562,24955,8
20562,25346,2
20562,11472,2
20562,21012,1
20562,7956,8
20562,9785,7
20562,12365,10
20562,25758,5
20562,19423,2
20562,20108,1
20562,19961,4
20562,21508,7
20562,22887,6
20562,20635,1
20562,4164,10
20562,21847,7
20562,4511,6
20562,17692,4
20562,12851,3
20562,6179,8
20562,46,8
20562,12781,7
20562,22691,9
20562,773,5
624,23649,7
624,23577,9
624,3420,2
624,16032,3
624,25201,2
624,2654,9
624,3731,7
624,9099,3
624,1254,7
624,10130,7
624,5407,6
624,24293,5
624,15184,10
624,6700,2
624,10762,9
624,4743,3
624,19640,6
23649,24293,1
23649,3731,9
23649,23577,2
23649,15184,10
23649,9099,4
23649,5407,1
23649,25201,2
23649,19640,6
727,6375,7
727,2287,5
727,8471,6
727,8457,3
727,18140,10
743,19159,8
743,12334,4
743,9710,8
743,7245,6
743,26190,5
743,17932,10
743,8612,5
743,26159,3
743,4269,3
19159,14818,10
19159,9710,5
19159,11788,4
19159,21776,7
19159,17778,2
773,1997,5
773,19791,6
773,6610,1
773,12851,3
773,9785,7
773,20108,4
773,6179,10
773,22691,8
773,4164,4
773,21012,10
773,20635,6
773,15003,6
773,11241,4
773,7956,4
773,23628,1
773,17692,7
773,21847,3
773,9341,7
773,13060,5
773,14540,4
773,2212,9
773,22887,10
773,12496,1
773,23293,1
773,5134,1
773,2741,4
773,24955,9
773,18866,7
773,18894,8
773,4513,7
773,18719,10
773,14807,7
773,46,4
773,23452,1
773,3372,6
773,17655,3
773,19961,2
773,12365,7
773,1186,8
773,1653,8
773,4511,6
773,12781,6
773,8879,9
773,21281,8
773,2952,5
773,11472,1
773,25346,10
