1,15,12
4,3,18
13,16,19
13,10,19
2,20,16
21,8,20
21,3,18
17,3,16
10,8,12
10,25,21
10,2,18
10,3,18
17,28,12
17,20,13
1,20,13
7,3,17
61,20,19
61,2,13
7,20,15
23,20,12
100,101,12
101,103,12
80,25,13
112,115,13
6,114,13
100,1,14
119,25,12
77,39,14
77,15,12
77,6,14
77,1,14
77,23,12
77,28,14
77,131,12
2,3,19
146,2,12
60,147,12
132,152,12
152,75,12
122,78,12
143,81,12
64,3,12
75,1,13
6,173,14
57,25,13
60,178,13
60,191,15
60,205,12
200,62,12
75,7,14
60,209,14
149,209,12
104,179,10
200,179,10
149,179,10
167,211,12
212,132,12
35,110,13
135,214,12
135,152,12
7,179,10
29,120,13
217,3,16
135,179,10
219,110,12
176,220,12
1,223,18
225,209,12
225,45,12
60,230,12
29,171,12
239,64,12
2,60,16
2,62,19
2,77,13
7,72,13
7,62,17
202,244,12
56,114,12
1,245,12
80,81,19
72,21,12
166,158,12
253,95,12
1,260,12
7,260,15
202,158,12
256,153,12
244,114,12
60,264,15
266,60,16
269,3,12
60,269,12
1,109,12
177,1,15
149,25,21
23,231,12
144,153,12
202,127,12
221,64,12
219,109,12
219,21,16
280,281,12
242,274,12
257,265,15
257,242,16
257,104,16
135,293,12
199,104,12
230,101,13
1,296,12
257,29,16
29,302,12
7,135,13
235,20,12
60,223,18
257,279,15
310,282,12
257,274,16
93,62,14
312,221,12
274,108,12
41,233,13
45,315,12
316,274,12
257,275,15
320,60,12
199,219,12
313,135,12
239,28,12
257,334,14
257,338,16
29,347,12
101,315,1
257,268,17
257,283,14
257,336,14
64,353,12
41,357,13
257,21,16
339,60,14
257,244,16
359,60,14
37,93,13
288,307,12
228,293,12
293,296,16
257,295,15
17,375,13
41,201,12
219,375,13
257,392,16
266,233,13
357,266,13
357,347,13
77,20,14
77,308,12
64,407,12
410,198,13
410,201,21
257,177,15
257,414,15
414,60,16
149,64,13
257,340,17
236,152,12
257,341,15
371,35,13
257,332,14
366,410,1
366,432,12
432,410,1
257,297,15
257,322,15
439,184,12
257,105,17
441,60,12
257,310,15
443,410,1
352,296,13
310,25,12
363,25,13
257,431,15
397,278,19
397,62,14
397,3,14
254,296,13
206,198,12
459,378,12
460,235,12
460,439,12
432,274,16
45,62,16
257,312,15
427,467,1
257,369,15
257,417,15
248,197,12
257,264,16
257,376,17
257,373,15
257,269,16
257,420,17
224,462,13
257,250,16
257,214,16
405,198,12
322,310,1
462,483,13
421,472,12
6,198,13
387,472,12
383,487,12
64,492,12
425,181,12
104,296,16
104,462,13
500,274,12
490,104,12
476,472,12
494,472,1
427,463,1
425,472,1
359,504,12
156,25,12
7,472,10
35,472,10
481,472,8
444,472,10
1,80,13
509,423,12
171,310,1
484,310,1
353,310,1
178,57,12
257,320,14
257,328,15
257,217,16
257,422,16
257,218,16
257,342,15
257,408,15
257,351,15
257,337,16
257,348,14
257,519,15
519,60,15
257,381,15
257,362,15
203,399,12
29,523,12
257,377,15
257,364,15
257,331,16
257,413,16
484,472,1
491,512,1
491,534,12
1,534,16
534,523,12
427,25,10
64,487,12
64,477,12
257,254,16
257,278,16
257,234,16
257,228,16
257,229,16
257,276,15
257,425,17
257,365,15
257,360,15
521,29,13
535,212,12
375,540,12
532,152,12
257,256,16
164,478,12
257,335,16
523,545,12
520,546,12
257,426,15
550,134,12
496,62,12
254,553,13
257,273,17
